ID,ISBN,judul,kategori,jumlah
1015,9786022820918,Ilmu Pengetahuan Sosial SMP MTs Semester 1,Kelas 8,0
1016,9786022820918,Ilmu Pengetahuan Sosial SMP MTs Kelas VIII Semster 2,Kelas 8,0
1017,9786021530788,Pendidikan Jasmani Olahraga Dan Kesehatan SMP MTs Kelas VIII Semester 2,Kelas 8,0
1018,9786021530740,Seni Budaya SMP MTs Kelas VIII Semester 2,Kelas 8,0
1019,9786021530665,Prakarya SMP MTs Kelas VIII Semester 1,Kelas 8,0
1020,9786021530665,Prakarya SMP MTs Kelas VIII Semester 2,Kelas 8,0
1021,9786022820550,Pendidikan Agama Islam Dan Budi Pekerti SMP MTs Kelas VIII,Kelas 8,0
1022,9786021530429,Pendidikan Agama Kristen Dan Budi Pekerti SMP Kelas 8,Kelas 8,0
1023,9786022820062,Pendidikan Agama Katolik Dan Budi Pekerti SMP Kelas 8,Kelas 8,0
1024,9786021530702,Pendidikan Pancasila Dan Kewarganegaraan SMP MTs Kelas VIII,Kelas 8,0
1025,9786021530825,Bahasa Indonesia Wahana Pengetahuan SMP MTs Kelas VIII,Kelas 8,0
1026,9786021530580,Bahasa Inggris When English Rings A Bell SMP MTs Kelas VIII,Kelas 8,0
1027,9786021530627,Ilmu Pengetahuan Alam SMP MTs Kelas VIII Semester 2,Kelas 8,0
1028,9786021530788,Pendidikan Jasmani Olahraga Dan Kesehatan SMP MTs VIII Semester 1,Kelas 8,0
1029,9786021530740,Seni Budaya SMP MTs Kelas VIII Semester 1,Kelas 8,0
1089,9794629936,Berbahasa dan Bersastra Indonesia untuk SMP/MTs Kelas VIII,Kelas 8,0
1090,9794629766,Belajar IPA Membuka Cakrawala Alam Sekitar untuk kelas VIII SMP/MTs,Kelas 8,0
1091,9789790951730,Terampil Berkomunikasi Teknologi Informasi dan Komunikasi untuk Kelas VIII SMP/MTs,Kelas 8,0
1111,9799790681538,Pendidikan Kewarganegaraan Untuk Kelas VIII SMP MTs,Kelas 8,0
1112,,Scaffolding Grade VIII,Kelas 8,0
1113,,Pendidikan Jasmani Olahraga dan Kesehatan VIII,Kelas 8,0
1343,9786021530504,Buku Siswa Pendidikan Agama Hindu dan Budi Pekerti SMP kelas VIII,Kelas 8,0
1344,9786022820598,Buku Siswa Pendidikan Agama Budha dan Budi Pekerti SMP kelas VIII,Kelas 8,0
2435,9786021530702,Buku Siswa: Pendidikan Pancasila dan Kewarganegaraan SMP MTs Kelas VIII,Kelas 8,0
2436,9786021530825,Buku Siswa: Bahasa Indonesia Wahana Pengetahuan SMP MTs Kelas VIII,Kelas 8,0
2437,9786021530580,Buku Siswa: Bahasa Inggris When English Rings A Bell SMP MTs Kelas VIII,Kelas 8,0
2438,9786022820956,Buku Siswa: Matematika SMP MTs Kelas VIII Semester 1,Kelas 8,0
2439,9786022820956,Buku Siswa: Matematika SMP MTs Kelas VIII Semester 2,Kelas 8,0
2440,9786021530627,Buku Siswa: Ilmu Pengetahuan Alam SMP MTs Kelas VIII Semester 1,Kelas 8,0
2441,9786021530627,Buku Siswa: Ilmu Pengetahuan Alam SMP MTs Kelas VIII Semester 2,Kelas 8,0
2442,9786022820918,Buku Siswa: Ilmu Pengetahuan Sosial SMP MTs Semester 1,Kelas 8,0
2443,9786022820918,Buku Siswa: Ilmu Pengetahuan Sosial SMP MTs Kelas VIII Semster 2,Kelas 8,0
2444,9786021530788,Buku Siswa: Pendidikan Jasmani Olahraga dan Kesehatan SMP MTs VIII Semester 1,Kelas 8,0
2445,9786021530788,Buku Siswa: Pendidikan Jasmani Olahraga dan Kesehatan SMP MTs Kelas VIII Semester 2,Kelas 8,0
2446,9786021530740,Buku Siswa: Seni Budaya SMP MTs Kelas VIII Semester 1,Kelas 8,0
2447,9786021530740,Buku Siswa: Seni Budaya SMP MTs Kelas VIII Semester 2,Kelas 8,0
2448,9786021530665,Buku Siswa: Prakarya SMP MTs Kelas VIII Semester 1,Kelas 8,0
2449,9786021530665,Buku Siswa: Prakarya SMP MTs Kelas VIII Semester 2,Kelas 8,0
2450,9786022820550,Buku Siswa: Pendidikan Agama Islam dan Budi Pekerti SMP MTs Kelas VIII,Kelas 8,0
2451,9786021530429,Buku Siswa: Pendidikan Agama Kristen dan Budi Pekerti SMP Kelas 8,Kelas 8,0
2452,9786022820062,Buku Siswa: Pendidikan Agama Katolik dan Budi Pekerti SMP Kelas 8,Kelas 8,0
2453,9786021530504,Buku Siswa: Pendidikan Agama Hindu dan Budi Pekerti SMP kelas VIII,Kelas 8,0
2454,9786022820598,Buku Siswa: Pendidikan Agama Budha dan Budi Pekerti SMP kelas VIII,Kelas 8,0
2455,,Baud Basa Jawa Kelas VIII SMP,Kelas 8,0
2624,9799790681538,Pendidikan Kewarganegaraan untuk Kelas VIII SMP MTs,Kelas 8,0
2625,9794629936,Berbahasa dan Bersastra Indonesia untuk SMP MTs Kelas VIII,Kelas 8,0
2627,9794629995,Matematika Konsep dan Aplikasinya untuk kelas VIII SMP dan MTs,Kelas 8,0
2628,9794629766,Belajar IPA Membuka Cakrawala Alam Sekitar untuk kelas VIII SMP MTs,Kelas 8,0
2629,9794629308,IPS untuk SMP MTS kelas VIII,Kelas 8,0
2630,,Pendidikan Jasmani Olahraga dan Kesehatan VIII,Kelas 8,0
2631,9789790951730,Terampil Berkomunikasi Teknologi Informasi dan Komunikasi untuk Kelas VIII SMP MTs,Kelas 8,0
2632,,Kulina Basa Jawa VIII SMP,Kelas 8,0
532,9794629944,Berbahasa Dan Bersastra Indonesia,Kelas 9,0
533,9794629375,Bahasa Indonesia,Kelas 9,0
534,9789790954465,Berbahasa Indonesia,Kelas 9,0
535,9789790952386,Cakap Berbahasa Indonesia,Kelas 9,0
537,9789790686649,Asyiknya Belajar Bahasa dan Sastra Indonesia 3,Kelas 9,0
538,9794624527,Bahasa Indonesia Indonesia Kelas IX,Kelas 9,0
539,9794627100,Bahasa Indonesia 9,Kelas 9,0
540,9794629944,Pelajaran Bahasa Indonesia,Kelas 9,0
543,9794628451,Bahasa Indonesia Bahasa Bangsaku,Kelas 9,0
545,9794624551,Bahasa Inggris,Kelas 9,0
546,9794629723,English in Focus,Kelas 9,0
548,9789790687592,Ilmu Pengetahuan Alam,Kelas 9,0
549,9789790687684,Alam Sekitar IPA Terpadu,Kelas 9,0
550,9794629073,Pembelajaran Ilmu Pengetahuan Alam Terpadu Dan Kontekstual IX,Kelas 9,0
551,9794624616,Ilmu Pengetahuan Alam Kelas IX,Kelas 9,0
552,9789790686823,Jelajah Cakrawala Sosial 3,Kelas 9,0
553,9789790686755,Ilmu Pengetahuan Sosial,Kelas 9,0
554,9794629911,Ilmu Pengetahuan Sosial,Kelas 9,0
555,1234567891235,Ilmu Pengetahuan Sosial,Kelas 9,0
556,9794629308,Ilmu Pengetahuan Sosial untuk SMP/MTs,Kelas 9,0
557,9789790956612,MATEMATIKA,Kelas 9,0
558,9789790956612,Matematika 3,Kelas 9,0
559,9789790956919,MATEMATIKA,Kelas 9,0
560,9794628832,Pegangan Belajar Matematika 3,Kelas 9,0
561,9794629744,Matematika Aktif dan Menyenangkan,Kelas 9,0
563,9794628182,Mudah Belajar Matematika kelas IX,Kelas 9,0
564,9789790952140,Penjasorkes IX,Kelas 9,0
565,9789790952140,Pendidikan Jasmani Olahraga dan Kesehatan,Kelas 9,0
566,9789790952140,Pendidikan Jasmani Olahraga dan Kesehatan,Kelas 9,0
567,9789790952140,Arena Pendidikan Jasmani Olahraga dan Kesehatan,Kelas 9,0
568,9789790952140,Pendidikan Jasmani Olahraga dan Kesehatan 3,Kelas 9,0
569,9789790952140,Pendidikan Jasmani Olahraga dan Kesehatan,Kelas 9,0
570,9789790952140,Pendidikan Jasmani Olahraga dan Kesehatan 3,Kelas 9,0
571,9789790952140,Aktif Berolah Raga 3,Kelas 9,0
572,9789790952140,Pendidikan Jasmani Olahraga dan Kesehatan,Kelas 9,0
573,9789790952140,Pendidikan Jasmani Olahraga dan Kesehatan 3,Kelas 9,0
574,9789790681538,Pendidikan kewarganegaraan,Kelas 9,0
575,9789790688780,Pendidikan Kewarganegaraan,Kelas 9,0
576,9789790688780,Pendidikan Kewarganegaraan,Kelas 9,0
577,9789790688780,Pendidikan Kewarganegaraan,Kelas 9,0
578,9789790688742,Pendidikan Kewarganegaraan 3,Kelas 9,0
579,9789790688780,Pendidikan Kewarganegaraan 3,Kelas 9,0
580,9789790688780,Pendidikan Kewarganegaraan,Kelas 9,0
581,9789790688704,PKn Kecakapan Berbangsa dan Bernegara,Kelas 9,0
582,9789790955332,Teknologi Informasi dan Komunikasi,Kelas 9,0
583,9789790951730,Teknologi Informasi Dan Komunikasi,Kelas 9,0
584,9789790951730,Teknologi Informasi Dan Komunikasi,Kelas 9,0
585,9789790951730,Membuka Cakrawala Teknologi Informasi dan Komunikasi 1,Kelas 9,0
586,9789790951730,Satelit TIK,Kelas 9,0
587,9789790951730,Teknologi Informasi Dan Komunikasi,Kelas 9,0
588,9789790951730,Teknologi Informasi Dan Komunikasi,Kelas 9,0
589,9789790951730,Teknologi Informasi Dan Komunikasi,Kelas 9,0
840,9794629804,Mari Belajar Ilmu Pengetahuan Alam untuk SMP MTs Kelas IX,Kelas 9,0
1030,9786021530702,Pendidikan Pancasila dan Kewarganegaraan SMP MTs Kelas 9,Kelas 9,0
1031,9786021530825,Bahasa Indonesia Wahana Pengetahuan SMP MTs Kelas IX,Kelas 9,0
1032,9786021530580,Bahasa Inggris Think Globally Act Locally SMP MTs Kelas IX,Kelas 9,0
1033,9786022820956,Matematika SMP MTs Kelas IX Semester 1,Kelas 9,0
1034,9786022820956,Matematika SMP MTs Kelas 9 Semester 2,Kelas 9,0
1035,9786021530627,Ilmu Pengetahuan Alam SMP MTs Kelas IX Semester 1,Kelas 9,0
1036,9786021530627,Ilmu Pengetahuan Alam SMP MTs Kelas IX Semester 2,Kelas 9,0
1037,9786022820918,Ilmu Pengetahuan Sosial SMP MTs Kelas IX,Kelas 9,0
1038,9786021530788,Pendidikan Jasmani Olahraga dan Kesehatan SMP MTs IX,Kelas 9,0
1039,9786022820710,Seni Budaya SMP MTs Kelas IX,Kelas 9,0
1040,9786021530665,Prakarya SMP MTs Kelas 9 Semester 1,Kelas 9,0
1041,9786021350665,Prakarya SMP MTs Kelas 9 Semester 2,Kelas 9,0
1042,9789791274678,Pendidikan Agama Islam dan Budi Pekerti SMP MTs Kelas IX,Kelas 9,0
1043,9786021530429,Pendidikan Agama Kristen dan Budi Pekerti SMP Kelas 9,Kelas 9,0
1044,9786021530467,Pendidikan Agama Katolik dan Budi Pekerti,Kelas 9,0
1114,,Pendidikan Agama Islam Kelas 9,Kelas 9,0
1115,,Cakap Berbahasa Indonesia 3,Kelas 9,0
1116,9794628875,Belajar Matematika Aktif dan Menyenangkan untuk Kelas IX SMP MTs,Kelas 9,0
1117,,Pendidikan Jasmani Olahraga dan Kesehatan IX,Kelas 9,0
1118,,Teknologi Informasi dan Komunikasi 3,Kelas 9,0
2456,9786021530702,Buku Siswa: Pendidikan Pancasila dan Kewarganegaraan SMP MTs Kelas 9,Kelas 9,0
2457,9786021530825,Buku Siswa: Bahasa Indonesia Wahana Pengetahuan SMP MTs Kelas IX,Kelas 9,0
2458,9786021530580,Buku Siswa: Bahasa Inggris Think Globally Act Locally SMP MTs Kelas IX,Kelas 9,0
2459,9786022820956,Buku Siswa: Matematika SMP MTs Kelas IX Semester 1,Kelas 9,0
2460,9786022820956,Buku Siswa: Matematika SMP MTs Kelas 9 Semester 2,Kelas 9,0
2461,9786021530627,Buku Siswa: Ilmu Pengetahuan Alam SMP MTs Kelas IX Semester 1,Kelas 9,0
2462,9786021530627,Buku Siswa: Ilmu Pengetahuan Alam SMP MTs Kelas IX Semester 2,Kelas 9,0
2463,9786022820918,Buku Siswa: Ilmu Pengetahuan Sosial SMP MTs Kelas IX,Kelas 9,0
2464,9786021530788,Buku Siswa: Pendidikan Jasmani Olahraga dan Kesehatan SMP MTs IX,Kelas 9,0
2465,9786022820710,Buku Siswa: Seni Budaya SMP MTs Kelas IX,Kelas 9,0
2466,9786021530665,Buku Siswa: Prakarya SMP MTs Kelas 9 Semester 1,Kelas 9,0
2467,9786021350665,Buku Siswa: Prakarya SMP MTs Kelas 9 Semester 2,Kelas 9,0
2468,9789791274678,Buku Siswa: Pendidikan Agama Islam dan Budi Pekerti SMP MTs Kelas IX,Kelas 9,0
2469,9786021530429,Buku Siswa: Pendidikan Agama Kristen dan Budi Pekerti SMP Kelas 9,Kelas 9,0
2470,9786021530467,Buku Siswa: Pendidikan Agama Katolik dan Budi Pekerti,Kelas 9,0
2471,,Baud Basa Jawa Kelas IX SMP,Kelas 9,0
2633,,Cakap Berbahasa Indonesia untuk Kelas IX SMP MTs,Kelas 9,0
2634,9794628875,Belajar Matematika Aktif dan Menyenangkan untuk Kelas IX SMP MTs,Kelas 9,0
2635,9794629804,Mari Belajar Ilmu Pengetahuan Alam untuk SMP MTs Kelas IX,Kelas 9,0
2637,,Pendidikan Jasmani Olahraga dan Kesehatan IX,Kelas 9,0
2638,,Teknologi Informasi dan Komunikasi untuk SMP MTs Kelas IX,Kelas 9,0
2639,,Kulina Basa Jawa IX SMP,Kelas 9,0
2640,,Pendidikan Agama Islam Kelas 9,Kelas 9,0
